"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2016",3.1427998106136,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2017",3.1423883784964,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2018",3.504869185561,
"KOR","PENSIONEXP","PRIV","PC_GDP","A","2020",3.8766282655547,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1990",0.728,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1991",0.784,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1992",0.906,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1993",0.996,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1994",1.04,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1995",1.13,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1996",1.101,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1997",1.162,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1998",1.82,
"KOR","PENSIONEXP","PUB","PC_GDP","A","1999",2.347,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2000",1.312,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2001",1.093,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2002",1.078,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2003",1.216,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2004",1.278,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2005",1.408,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2006",1.478,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2007",1.539,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2008",1.826,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2009",1.928,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2010",1.967,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2011",2.019,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2012",2.213,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2013",2.257,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2014",2.52,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2015",2.75,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2016",2.771,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2017",2.846,
"KOR","PENSIONEXP","PUB","PC_GDP","A","2018",2.999,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2004",0.02443594582755,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2005",0.0717957153665,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2006",0.05751499366504,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2007",0.07437901489801,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2008",0.0485987139149,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2009",0.08137064396844,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2010",0.11348211296324,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2011",0.1233176035082,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2012",0.13676521144598,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2013",0.14099058141625,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2014",0.16817025742312,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2015",0.16183365482391,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2016",0.18976717852712,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2017",0.18335201381218,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2018",0.2199887093222,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2019",0.17916650607806,
"LUX","PENSIONEXP","PRIV","PC_GDP","A","2020",0.18125102651361,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1980",8.68,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1981",9.138,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1982",8.808,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1983",8.69,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1984",8.209,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1985",8.162,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1986",7.897,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1987",8.085,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1988",7.754,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1989",7.585,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1990",7.809,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1991",8.226,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1992",8.275,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1993",8.224,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1994",8.221,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1995",8.438,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1996",8.244,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1997",8.369,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1998",8.219,
"LUX","PENSIONEXP","PUB","PC_GDP","A","1999",7.547,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2000",7.12,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2001",7.22,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2002",7.517,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2003",7.919,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2004",7.803,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2005",7.837,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2006",7.348,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2007",7.104,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2008",7.394,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2009",8.308,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2010",7.996,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2011",7.465,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2012",8.45,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2013",8.517,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2014",8.333,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2015",8.368,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2016",8.239,
"LUX","PENSIONEXP","PUB","PC_GDP","A","2017",8.523,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2001",0.01361774825363,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2002",0.01774954386294,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2003",0.07382988047951,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2004",0.05293696750774,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2005",0.05968725891195,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2006",0.19589944591854,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2007",0.23203663055538,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2008",0.24423494154017,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2009",0.335690728451,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2010",0.33230014997912,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2011",0.32122258727158,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2012",0.32862118447598,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2013",0.43654785464699,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2014",0.4879905082461,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2015",0.49158163661625,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2016",0.44031364072182,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2017",0.36152595405727,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2018",0.45423281202761,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2019",0.55488236439335,
"MEX","PENSIONEXP","PRIV","PC_GDP","A","2020",0.48021056402379,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1985",0.167,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1986",0.183,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1987",0.29,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1988",0.317,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1989",0.472,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1990",0.44,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1991",0.481,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1992",0.569,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1993",0.533,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1994",0.582,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1995",0.599,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1996",0.58,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1997",0.607,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1998",0.719,
"MEX","PENSIONEXP","PUB","PC_GDP","A","1999",0.746,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2000",0.769,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2001",0.844,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2002",0.933,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2003",0.987,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2004",0.96,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2005",1.04,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2006",1.067,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2007",1.185,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2008",1.31,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2009",1.544,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2010",1.638,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2011",1.698,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2012",1.801,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2013",1.993,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2014",2.205,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2015",2.231,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2016",2.306,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2017",2.658,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2018",2.588,
"MEX","PENSIONEXP","PUB","PC_GDP","A","2019",3.099,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1992",3.1667978042392,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1993",3.2989037349416,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1994",3.3352294445009,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1995",3.2680191081729,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1996",2.9219217912416,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1997",2.8446949211256,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1998",2.8968887832323,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","1999",2.8967752975108,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2000",2.9796066907866,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2001",2.771977106381,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2002",2.8674793519537,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2003",2.9835611630038,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2004",3.1363006011873,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2005",3.2446091093753,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2006",3.2570398736797,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2007",3.2604938869777,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2008",3.2656157775518,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2009",3.5690622589391,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2010",3.6971965950496,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2011",3.8574079854357,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2012",3.9718760241728,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2013",4.0132452537084,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2014",4.0739472273512,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2015",4.0486487113193,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2016",4.0747553777369,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2017",4.0445928041336,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2018",3.9885682834466,
"NLD","PENSIONEXP","PRIV","PC_GDP","A","2019",3.9493023227211,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1980",5.914,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1981",5.843,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1982",5.996,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1983",5.905,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1984",5.648,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1985",5.734,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1986",5.656,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1987",5.713,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1988",5.663,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1989",5.567,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1990",6.225,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1991",6.117,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1992",6.068,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1993",5.986,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1994",5.491,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1995",5.347,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1996",5.31,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1997",5.134,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1998",4.939,
"NLD","PENSIONEXP","PUB","PC_GDP","A","1999",4.835,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2000",4.632,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2001",4.595,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2002",4.642,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2003",4.735,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2004",4.661,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2005",4.631,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2006",4.505,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2007",4.438,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2008",4.432,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2009",4.881,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2010",4.937,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2011",5.036,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2012",5.21,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2013",5.335,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2014",5.402,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2015",5.321,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2016",5.339,
"NLD","PENSIONEXP","PUB","PC_GDP","A","2017",5.186,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2001",2.2701229993825,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2002",2.0604916402511,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2003",1.8563640129603,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2004",1.4220495218059,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2005",1.3181503503516,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2006",1.534939670304,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2007",1.3361491593219,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2008",1.3917310391377,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2009",1.911101021087,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2010",1.3487385875886,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2011",1.3123195782496,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2012",1.4105151977467,
"NZL","PENSIONEXP","PRIV","PC_GDP","A","2013",1.6548561076652,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1980",7.007,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1981",7.036,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1982",7.739,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1983",7.221,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1984",6.959,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1985",7.333,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1986",6.729,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1987",6.545,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1988",6.53,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1989",6.841,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1990",7.249,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1991",7.606,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1992",6.934,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1993",6.355,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1994",5.948,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1995",5.593,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1996",5.418,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1997",5.296,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1998",5.243,
"NZL","PENSIONEXP","PUB","PC_GDP","A","1999",4.963,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2000",4.896,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2001",4.674,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2002",4.558,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2003",4.388,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2004",4.217,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2005",4.205,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2006",4.22,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2007",4.185,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2008",4.341,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2009",4.534,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2010",4.59,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2011",4.731,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2012",4.924,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2013",4.825,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2014",5.072,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2015",4.969,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2016",4.954,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2017",4.859,
"NZL","PENSIONEXP","PUB","PC_GDP","A","2018",4.968,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2005",0.9053209895341,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2006",0.88006363710606,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2007",0.86292324011892,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2008",0.90085114054367,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2009",1.0847521557714,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2010",0.99774646061187,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2011",0.96499642100446,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2012",0.98485330727892,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2013",1.0240253071739,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2014",1.0726203461905,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2015",1.1725165596972,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2016",1.6045453606477,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2018",1.2188388812291,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2019",1.2921965549555,
"NOR","PENSIONEXP","PRIV","PC_GDP","A","2020",1.4394373434502,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1980",4.474,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1985",4.63,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1988",5.412,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1989",5.458,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1990",5.539,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1991",5.548,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1992",5.614,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1993",5.58,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1994",5.546,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1995",5.4,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1996",5.178,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1997",5.063,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1998",5.447,
"NOR","PENSIONEXP","PUB","PC_GDP","A","1999",5.334,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2000",4.704,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2001",4.772,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2002",5.12,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2003",5.25,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2004",5.051,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2005",4.761,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2006",4.511,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2007",4.567,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2008",4.531,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2009",5.193,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2010",5.217,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2011",5.405,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2012",5.595,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2013",5.851,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2014",6.188,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2015",6.613,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2016",6.982,
"NOR","PENSIONEXP","PUB","PC_GDP","A","2017",6.87,
"POL","PENSIONEXP","PRIV","PC_GDP","A","1999",0,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2000",0,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2001",0,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2002",0,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2003",0,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2004",0,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2005",0.00174544900205,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2006",0.0029092237445,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2007",0.00502199453814,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2008",0.00508666195333,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2009",0.00821818360015,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2010",0.007651492221,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2011",0.01033676563503,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2012",0.01270152331097,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2013",0.02025462420661,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2014",0.02598707276987,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2015",0.02866642830374,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2016",0.04164269122833,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2017",0.03070737020909,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2018",0.03343665377518,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2019",0.03994577460918,
"POL","PENSIONEXP","PRIV","PC_GDP","A","2020",0.00032829014153,
"POL","PENSIONEXP","PUB","PC_GDP","A","1990",5.032,
"POL","PENSIONEXP","PUB","PC_GDP","A","1991",7.735,
"POL","PENSIONEXP","PUB","PC_GDP","A","1992",9.235,
"POL","PENSIONEXP","PUB","PC_GDP","A","1993",9.487,
"POL","PENSIONEXP","PUB","PC_GDP","A","1994",9.408,
"POL","PENSIONEXP","PUB","PC_GDP","A","1995",9.221,
"POL","PENSIONEXP","PUB","PC_GDP","A","1996",9.221,
"POL","PENSIONEXP","PUB","PC_GDP","A","1997",9.55,
"POL","PENSIONEXP","PUB","PC_GDP","A","1998",9.154,
"POL","PENSIONEXP","PUB","PC_GDP","A","1999",9.298,
"POL","PENSIONEXP","PUB","PC_GDP","A","2000",10.47,
"POL","PENSIONEXP","PUB","PC_GDP","A","2001",11.465,
"POL","PENSIONEXP","PUB","PC_GDP","A","2002",11.692,
"POL","PENSIONEXP","PUB","PC_GDP","A","2003",11.883,
"POL","PENSIONEXP","PUB","PC_GDP","A","2004",11.571,
"POL","PENSIONEXP","PUB","PC_GDP","A","2005",11.274,
"POL","PENSIONEXP","PUB","PC_GDP","A","2006",11.355,
"POL","PENSIONEXP","PUB","PC_GDP","A","2007",10.615,
"POL","PENSIONEXP","PUB","PC_GDP","A","2008",10.787,
"POL","PENSIONEXP","PUB","PC_GDP","A","2009",11.623,
"POL","PENSIONEXP","PUB","PC_GDP","A","2010",11.053,
"POL","PENSIONEXP","PUB","PC_GDP","A","2011",10.549,
"POL","PENSIONEXP","PUB","PC_GDP","A","2012",10.826,
"POL","PENSIONEXP","PUB","PC_GDP","A","2013",11.193,
"POL","PENSIONEXP","PUB","PC_GDP","A","2014",11.135,
"POL","PENSIONEXP","PUB","PC_GDP","A","2015",11.061,
"POL","PENSIONEXP","PUB","PC_GDP","A","2016",11.026,
"POL","PENSIONEXP","PUB","PC_GDP","A","2017",10.571,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","1999",0.63516985162614,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2000",0.66236280925779,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2001",0.72385247058978,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2002",0.95144509900767,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2003",0.82811978480577,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2004",0.82911988917085,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2005",0.81878600031318,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2006",0.94664317663509,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2007",0.91107394144931,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2008",1.3340420579957,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2009",0.96236209889521,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2010",0.68662632268857,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2011",0.78628612430193,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2012",0.44265787770087,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2013",0.40449663448376,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2014",0.3859234839146,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2015",0.41451301364081,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2016",0.49577305967134,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2017",1.3711238039929,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2018",1.2873726864121,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2019",1.2610947999663,
"PRT","PENSIONEXP","PRIV","PC_GDP","A","2020",1.7867684388913,
"PRT","PENSIONEXP","PUB","PC_GDP","A","1980",3.672,
